drugbank_id,drugbank_name,drugbank_inchikey,drugbank_firstblock,atc_codes,n_atc_codes,drugbank_targets,n_drugbank_targets
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00931,Metacycline,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB01627,Lincomycin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00446,Chloramphenicol,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00119,Pyruvic acid,,,,0,,0
DB00125,Arginine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00148,Creatine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00855,Aminolevulinic acid,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02751,Glycocyamine,,,,0,,0
DB02951,3-Hydroxypyruvic Acid,,,,0,,0
DB02957,Orotidylic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03587,Pyruvaldehyde,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB03915,2-Amino-3-Ketobutyric Acid,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04343,Glyoxylic acid,,,,0,,0
DB04522,Dexfosfoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00119,Pyruvic acid,,,,0,,0
DB00125,Arginine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00148,Creatine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00855,Aminolevulinic acid,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02751,Glycocyamine,,,,0,,0
DB02951,3-Hydroxypyruvic Acid,,,,0,,0
DB02957,Orotidylic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03587,Pyruvaldehyde,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB03915,2-Amino-3-Ketobutyric Acid,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04343,Glyoxylic acid,,,,0,,0
DB04522,Dexfosfoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00207,Azithromycin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB01190,Clindamycin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00199,Erythromycin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB01172,Kanamycin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00452,Framycetin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB03929,D-Serine,MTCFGRXMJLQNBG-UWTATZPHSA-N,MTCFGRXMJLQNBG,,0,GLRA1|GRIN1|SERPINB3,3
DB03930,4-Methyl-Pyrroline-5-Carboxylic Acid,ZVJPMCWYCLEWPG-RFZPGFLSSA-N,ZVJPMCWYCLEWPG,,0,,0
DB03931,Diguanosine-5'-Triphosphate,AAXYAFFKOSNMEB-MHARETSRSA-N,AAXYAFFKOSNMEB,,0,,0
DB03932,LFA703,WPVRNXUYVXQXPY-YFAYRSKXSA-N,WPVRNXUYVXQXPY,,0,ITGAL,1
DB03933,C-1027 Aromatized chromophore,SAWXMTQYIIZWNU-RGEBLUSTSA-O,SAWXMTQYIIZWNU,,0,,0
DB03934,Zinc protoporphyrin,FUTVBRXUIKZACV-RGGAHWMASA-L,FUTVBRXUIKZACV,,0,CYCS,1
DB03935,"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",COJBCAMFZDFGFK-TVSWGBMESA-N,COJBCAMFZDFGFK,,0,ANXA5|FGF2,2
DB03936,1-Deoxy-Ribofuranose-5'-Phosphate,CYZZKTRFOOKUMT-VPENINKCSA-N,CYZZKTRFOOKUMT,,0,,0
DB03937,D-erythrose 4-phosphate,NGHMDNPXVRFFGS-IUYQGCFVSA-N,NGHMDNPXVRFFGS,,0,GPI,1
DB03938,Deacetoxycephalosporin C,NNQIJOYQWYKBOW-JWKOBGCHSA-N,NNQIJOYQWYKBOW,,0,,0
DB03939,"(4S)-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",DEAAWXYGBWCVJW-VKHMYHEASA-N,DEAAWXYGBWCVJW,,0,,0
DB03940,Oxamic Acid,SOWBFZRMHSNYGE-UHFFFAOYSA-N,SOWBFZRMHSNYGE,,0,ABAT|LDHA|LDHB,3
DB03941,p-Heptylphenol,KNDDEFBFJLKPFE-UHFFFAOYSA-N,KNDDEFBFJLKPFE,,0,,0
DB03942,Carboxylic PRPP,OICBXEWBKALHHB-MOJAZDJTSA-N,OICBXEWBKALHHB,,0,,0
DB03943,D-Asparagine,DCXYFEDJOCDNAF-UWTATZPHSA-N,DCXYFEDJOCDNAF,,0,,0
DB03944,"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",IZLRMTJLQCLMKF-CYBMUJFWSA-N,IZLRMTJLQCLMKF,,0,TNNC1,1
DB00114,Pyridoxal phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01861,Uridine diphosphate glucose,,,,0,,0
DB03381,Hexadecanal,,,,0,,0
DB03435,Uridine-5'-Diphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB03994,Ethanolamine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00144,Phosphatidyl serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
